sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,Pitch angle (°),sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_28_avg,power_29_avg,power_30_avg,sensor_31_avg,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_53_avg
13,328.9,4.9,4.4,4.6,-0.6,23,35,90,38,33,47,44,29,36.0,57,55,57,1255.2,21,33,34,0.8,114.7,146.3,119.4,50.0,0.301560976,-0.301560976,0.061902439,0.06204878,-0.038878049,403.0,399.7,400.0,36,37,36,68,69,63,32,324.1,24,0,21218,0,0,-13282,0,21218,-13282,11.1,15
18,320.4,-2.3,4.3,4.4,-0.4,26,34,55,35,39,47,42,33,33.0,50,50,50,1258.8,24,29,39,0.7,115.5,139.1,118.6,50.0,0.235560976,-0.235560976,0.056146341,0.055902439,-0.037902439,401.1,398.1,398.3,40,41,41,64,65,59,33,322.7,26,0,19016,0,0,-12942,0,19016,-12942,11.1,20
19,317.4,-4.9,4.1,4.1,0.0,28,35,72,37,37,47,42,32,36.0,55,54,55,1259.0,25,33,37,0.7,97.1,113.5,102.5,50.0,0.177414634,-0.177414634,0.051756098,0.045170732,-0.02497561,401.3,398.6,398.3,38,39,39,65,66,60,34,322.3,27,-383,15627,0,-548,-8000,0,15244,-8548,11.1,22
19,306.8,-6.7,4.3,4.4,-0.5,28,35,74,38,38,48,43,32,36.0,56,55,56,1253.4,25,33,39,0.7,125.4,151.4,135.4,50.0,0.24004878,-0.24004878,0.061609756,0.060731707,-0.039219512,401.4,398.4,397.8,40,41,41,65,66,60,35,313.6,27,-123,21141,0,-125,-13326,0,21018,-13452,11.1,22
19,299.2,-30.9,4.1,4.2,-0.2,29,35,76,39,38,47,43,33,37.0,55,54,56,1262.4,26,34,38,0.8,106.8,126.1,112.6,50.0,0.230878049,-0.230878049,0.05204878,0.050195122,-0.032146341,399.8,397.1,396.9,39,40,40,66,66,60,36,330.0,28,-233,17484,0,-255,-10744,0,17252,-10998,11.1,23
19,342.7,14.1,4.8,4.9,-0.7,30,36,77,39,38,48,43,33,37.0,56,55,56,1290.4,26,34,39,0.8,162.6,188.1,171.7,50.0,0.321609756,-0.321609756,0.089317073,0.087853659,-0.041317073,398.6,395.8,395.8,40,41,40,66,66,60,35,328.6,29,-124,29953,0,-164,-13897,0,29829,-14062,11.4,23
17,279.5,-15.1,5.5,5.6,-1.5,33,38,92,41,38,50,46,33,39.0,61,59,61,1305.7,25,36,39,0.9,236.5,262.3,243.1,49.9,0.44897561,-0.44897561,0.135317073,0.135121951,-0.048780488,399.2,396.5,397.2,40,41,41,70,70,65,31,294.6,28,0,46150,0,0,-16660,0,46150,-16660,11.5,25
17,298.8,16.4,6.1,6.1,-1.8,32,38,93,41,38,51,46,33,39.0,61,59,61,1363.1,25,36,39,1.0,308.3,336.8,318.5,49.9,0.487463415,-0.487463415,0.17902439,0.179073171,-0.053707317,398.0,395.3,395.9,40,41,41,70,70,65,31,282.4,28,0,61107,0,0,-18345,0,61107,-18345,12.0,25
15,267.9,-29.2,4.4,4.6,-0.5,25,36,91,39,38,46,42,29,36.0,56,55,57,1252.4,22,34,39,0.8,104.5,152.0,134.1,50.0,0.305073171,-0.305073171,0.062780488,0.062829268,-0.040536585,402.7,399.8,398.3,41,41,41,69,69,63,29,297.1,26,0,21448,0,0,-13877,0,21448,-13877,11.1,16
23,225.6,6.3,4.5,4.7,-0.7,35,36,43,39,38,45,36,29,29.0,38,38,38,1254.5,28,33,39,0.8,131.9,158.1,137.6,50.0,0.334780488,-0.334780488,0.07102439,0.071073171,-0.041121951,400.3,397.6,397.8,40,41,41,67,68,61,40,219.3,30,0,24223,0,0,-14049,0,24223,-14049,11.1,30
15,88.4,11.4,4.6,4.7,-0.8,26,33,33,34,32,42,37,25,25.0,34,34,34,1251.9,21,25,33,0.6,234.9,260.3,247.3,50.0,0.321658537,-0.321658537,0.065658537,0.065707317,-0.062097561,398.4,395.1,395.3,35,35,35,65,65,59,47,77.0,25,0,22474,0,0,-21842,0,22474,-21842,11.1,18
15,90.6,6.6,8.6,8.4,-2.2,25,34,62,36,38,56,45,30,32.0,57,55,55,1649.7,24,29,40,1.0,860.6,895.6,868.2,50.0,0.487804878,-0.487804878,0.507268293,0.507317073,-0.063073171,400.4,397.1,398.9,42,43,42,66,66,60,47,84.0,24,0,173316,0,0,-21542,0,173316,-21542,14.6,17
17,103.3,3.6,6.9,6.9,-2.0,30,37,91,40,38,54,50,33,40.0,63,61,63,1469.0,25,36,38,1.0,463.0,487.1,462.5,49.9,0.487804878,-0.487804878,0.265804878,0.266292683,-0.064585366,398.0,395.1,396.7,41,42,41,70,71,65,44,99.7,27,0,91100,0,0,-22054,0,91100,-22054,13.0,25
20,106.7,9.0,10.2,10.1,-1.1,32,45,111,45,41,63,52,56,64.0,118,111,114,1664.0,40,45,43,1.0,1369.1,1386.1,1355.0,49.9,0.359512195,-0.448829268,0.792682927,0.79502439,-0.100731707,399.9,397.0,400.0,46,48,47,80,87,87,49,97.6,35,0,271872,0,0,-34412,0,271872,-34412,14.7,23
17,91.0,-9.5,8.6,8.5,-2.2,29,43,100,45,39,61,57,47,52.0,85,82,84,1644.8,33,42,40,1.0,882.0,911.6,886.0,49.9,0.487756098,-0.487804878,0.514585366,0.515121951,-0.084195122,400.0,397.0,398.8,42,44,43,67,76,74,47,100.4,33,0,176372,0,0,-28805,0,176372,-28805,14.5,20
22,158.2,47.5,9.5,9.2,-1.3,33,42,100,44,39,61,52,51,57.0,95,92,94,1638.2,38,41,41,1.0,1103.2,1126.7,1095.8,50.0,0.419902439,-0.465658537,0.639414634,0.641756098,-0.092634146,400.8,397.8,400.3,44,45,45,68,76,73,48,110.6,34,0,219548,0,0,-31636,0,219548,-31636,14.5,25
18,104.4,-4.4,7.3,7.4,-2.1,30,41,99,44,38,58,52,49,53.0,84,82,84,1532.9,33,41,38,1.0,568.3,598.3,573.2,49.9,0.487804878,-0.487804878,0.331707317,0.331512195,-0.067512195,399.4,396.6,398.0,41,42,41,65,73,71,49,108.8,32,0,113299,0,0,-23076,0,113299,-23076,13.5,21
18,111.7,2.9,7.3,7.0,-2.1,28,42,97,45,38,58,53,44,48.0,73,72,73,1550.9,31,41,38,1.0,486.1,521.3,496.6,49.9,0.487804878,-0.487804878,0.284390244,0.284926829,-0.064634146,398.8,395.7,396.7,41,42,41,60,68,65,48,108.8,31,0,97610,0,0,-22129,0,97610,-22129,13.7,20
16,130.6,5.7,7.8,7.8,-2.2,26,39,94,42,38,58,55,39,42.0,70,68,69,1585.2,26,39,39,1.0,682.2,713.2,685.9,49.9,0.487804878,-0.487804878,0.397170732,0.397658537,-0.078487805,400.0,396.9,398.7,42,43,42,66,72,71,45,125.0,28,0,135740,0,0,-26823,0,135740,-26823,14.0,18
17,52.6,-2.3,5.3,5.4,-1.3,28,38,93,40,38,49,47,37,40.0,60,59,60,1290.6,25,36,38,0.8,228.0,254.7,234.3,50.0,0.412926829,-0.412926829,0.120634146,0.120390244,-0.063268293,398.2,395.4,395.9,40,41,40,78,80,75,30,54.9,27,0,41030,0,0,-21612,0,41030,-21612,11.4,21
25,126.9,31.7,4.1,3.9,0.1,34,42,91,44,39,50,49,43,45.0,62,61,62,1252.9,32,39,38,0.7,84.8,98.6,87.3,50.0,0.16,-0.16,0.034926829,0.029707317,-0.024,404.3,401.5,401.6,40,41,40,79,80,75,36,95.2,33,-647,10745,0,-576,-7525,0,10098,-8101,11.1,28
25,119.2,20.1,4.5,4.3,-0.6,34,42,91,45,39,51,49,42,45.0,62,62,62,1265.2,32,40,39,0.6,139.6,159.8,140.5,50.0,0.226,-0.226,0.047902439,0.047756098,-0.043560976,403.4,400.6,400.9,40,41,41,79,80,74,36,99.0,33,0,16362,0,0,-15039,0,16362,-15039,11.2,28
25,100.5,12.7,4.7,4.5,-0.6,34,42,89,45,39,50,48,42,44.0,61,60,61,1276.5,32,40,38,0.8,126.8,147.5,129.0,50.0,0.25804878,-0.25804878,0.063609756,0.060926829,-0.03795122,402.0,399.4,399.7,40,41,41,78,79,74,38,87.8,34,-284,21000,0,-268,-12667,0,20716,-12935,11.3,28
24,134.0,-26.0,4.6,4.8,-0.7,33,41,62,42,39,46,44,35,38.0,46,46,46,1260.7,31,37,39,0.8,142.1,171.5,149.7,50.0,0.334585366,-0.334585366,0.074097561,0.073902439,-0.044829268,397.8,394.9,395.1,40,41,41,77,78,72,48,160.0,33,0,25245,0,0,-15236,0,25245,-15236,11.1,27
23,171.0,27.8,4.4,4.4,-0.5,33,41,77,44,38,49,45,37,40.0,59,58,59,1251.9,31,39,38,0.5,233.0,250.8,246.3,50.0,0.257609756,-0.257609756,0.052585366,0.052341463,-0.036243902,401.9,398.7,398.7,40,41,41,77,77,72,49,143.2,33,0,17787,0,0,-12551,0,17787,-12551,11.1,26
22,114.9,-18.4,4.6,4.5,-0.7,32,41,79,44,38,47,44,38,42.0,59,58,59,1252.1,30,39,39,0.4,245.7,264.2,262.9,50.0,0.271512195,-0.271512195,0.055414634,0.055317073,-0.042,398.9,395.7,395.1,40,41,41,77,77,72,49,133.4,33,0,18859,0,0,-14211,0,18859,-14211,11.1,25
22,115.9,-2.8,4.9,4.8,-1.0,32,41,83,44,39,49,45,38,42.0,62,61,62,1260.3,30,39,39,0.6,227.8,253.1,247.8,50.0,0.338146341,-0.338146341,0.077853659,0.077609756,-0.048390244,398.0,395.2,394.5,40,41,41,77,77,72,49,118.7,33,0,26459,0,0,-16714,0,26459,-16714,11.1,24
18,95.1,6.6,8.5,8.3,-2.2,30,40,84,43,38,58,50,37,43.0,68,65,67,1652.8,29,39,39,1.0,801.1,843.4,822.7,49.9,0.487804878,-0.487804878,0.476682927,0.476146341,-0.066634146,400.9,397.5,398.5,42,43,42,77,78,72,49,88.5,30,0,162587,0,0,-22751,0,162587,-22751,14.6,21
17,100.6,5.4,6.8,6.7,-2.0,28,40,89,43,38,55,51,40,43.0,66,65,66,1459.7,27,38,38,1.0,412.5,443.7,414.9,49.9,0.487804878,-0.487804878,0.241707317,0.242097561,-0.060487805,403.2,400.0,401.6,41,42,41,78,79,73,48,95.2,30,0,82564,0,0,-20657,0,82564,-20657,12.9,20
15,95.0,1.2,11.1,11.1,0.7,26,40,109,42,39,63,53,51,60.0,118,110,113,1678.7,36,42,43,1.0,1611.3,1636.9,1604.0,49.9,0.232439024,-0.338731707,0.941268293,0.943560976,-0.103560976,401.7,398.2,401.2,46,47,46,80,88,86,46,93.8,29,0,322307,0,0,-35380,0,322307,-35380,14.8,18
17,105.6,-1.1,10.8,10.5,0.0,29,43,106,42,39,63,56,54,61.0,111,105,108,1668.4,36,41,42,1.0,1454.7,1477.0,1446.2,49.9,0.31302439,-0.402292683,0.845414634,0.848926829,-0.100878049,400.9,397.8,400.6,45,47,46,76,87,89,48,106.7,33,0,290367,0,0,-34452,0,290367,-34452,14.7,20
16,107.1,0.7,13.5,13.3,7.5,28,42,112,43,40,63,51,54,63.0,124,116,119,1681.7,37,44,44,1.0,1662.9,1691.4,1657.0,49.9,0.199268293,-0.286487805,0.974439024,0.974536585,-0.105756098,402.0,398.2,401.3,47,49,48,79,90,93,49,106.4,33,0,333483,0,0,-36190,0,333483,-36190,14.8,19
16,107.8,1.4,13.7,13.5,7.9,27,43,116,44,39,64,56,56,66.0,131,122,125,1681.0,37,45,43,1.0,1654.0,1680.2,1643.2,50.1,0.198878049,-0.285658537,0.974878049,0.975121951,-0.107268293,404.9,401.1,404.4,46,48,47,81,93,98,51,106.4,33,0,333125,0,0,-36654,0,333125,-36654,14.8,19
15,97.4,-9.0,13.2,12.9,6.5,27,43,117,44,39,63,52,56,67.0,132,123,126,1681.0,37,45,43,1.0,1669.7,1693.3,1656.1,49.9,0.198487805,-0.285317073,0.975219512,0.975512195,-0.105463415,401.5,397.8,401.2,47,48,47,82,94,99,52,106.4,33,0,333268,0,0,-36033,0,333268,-36033,14.8,19
19,123.9,17.5,20.5,19.2,18.5,32,46,120,47,42,64,51,58,70.0,134,126,130,1682.1,41,48,46,1.0,1665.4,1671.5,1634.9,50.0,0.198390244,-0.285073171,0.975365854,0.975268293,-0.107463415,404.5,401.6,405.6,49,51,50,83,95,100,50,106.4,37,0,333148,0,0,-36720,0,333148,-36720,14.9,23
19,129.7,23.3,19.9,18.6,17.5,32,46,120,47,42,64,51,58,70.0,133,126,131,1680.8,41,48,46,1.0,1663.5,1669.2,1633.5,50.0,0.198829268,-0.28595122,0.974878049,0.974926829,-0.107463415,404.8,402.0,406.0,49,51,50,84,94,100,50,106.4,37,0,333048,0,0,-36709,0,333048,-36709,14.8,23
18,128.2,23.9,10.3,10.3,-0.7,29,46,118,47,39,64,56,59,70.0,130,123,126,1665.3,39,47,42,1.0,1418.0,1439.1,1408.3,49.9,0.340146341,-0.429560976,0.826,0.828243902,-0.100926829,401.6,398.4,401.3,46,47,46,84,96,101,53,104.3,35,0,283047,0,0,-34479,0,283047,-34479,14.7,21
18,90.9,-6.7,10.2,9.9,-1.1,28,42,105,42,37,62,53,52,59.0,109,103,105,1665.2,36,40,40,1.0,1299.1,1320.3,1285.1,49.9,0.396878049,-0.472390244,0.756731707,0.757170732,-0.098536585,401.5,398.2,401.2,43,45,44,75,86,89,48,97.6,32,0,258802,0,0,-33663,0,258802,-33663,14.7,20
16,123.2,23.0,5.4,5.3,-0.8,27,42,105,42,38,57,53,53,62.0,100,98,101,1357.8,33,39,38,0.8,299.7,302.6,280.6,50.0,0.316926829,-0.316926829,0.156292683,0.152341463,-0.051804878,400.4,397.3,400.2,40,41,40,76,87,89,50,100.2,33,-1059,53682,0,-1103,-16658,0,52624,-17761,12.0,19
16,134.3,21.6,6.4,6.2,-1.4,26,42,107,42,38,58,54,53,62.0,104,101,104,1430.8,33,40,38,0.9,460.6,466.6,441.2,50.0,0.366731707,-0.368926829,0.246780488,0.245317073,-0.067317073,400.3,397.2,400.2,41,42,41,74,86,88,47,112.7,33,0,84178,0,0,-22952,0,84178,-22952,12.6,18
16,75.4,-35.2,6.0,5.7,-1.4,26,42,104,41,38,55,53,52,60.0,96,94,97,1382.7,31,38,38,0.9,329.4,334.6,306.4,50.0,0.400195122,-0.400195122,0.170780488,0.169463415,-0.066439024,401.6,398.8,401.6,40,41,41,72,83,85,47,110.6,32,0,57545,0,0,-22741,0,57545,-22741,12.2,18
16,108.1,-13.7,4.8,4.5,-0.2,26,41,102,42,39,52,51,50,58.0,89,88,90,1320.5,30,39,39,0.7,181.7,180.4,166.0,50.0,0.209658537,-0.209658537,0.08302439,0.073268293,-0.044634146,400.8,397.7,400.4,40,41,41,70,81,82,47,121.8,30,-1089,26215,0,-1163,-14084,0,25126,-15247,11.7,18
19,73.2,-44.4,14.2,13.7,7.9,34,42,112,45,41,64,55,54,64.0,122,114,118,1678.6,39,45,45,1.0,1661.1,1666.9,1635.2,50.0,0.21102439,-0.302780488,0.962682927,0.964585366,-0.105365854,400.8,398.0,401.8,48,49,48,75,86,88,51,117.6,33,0,329608,0,0,-35988,0,329608,-35988,14.8,26
19,134.5,16.8,10.6,10.2,-0.5,31,46,111,45,40,63,51,57,66.0,118,112,115,1664.0,39,44,43,1.0,1383.3,1389.2,1354.1,50.1,0.354487805,-0.428390244,0.795073171,0.798487805,-0.103073171,399.8,396.9,400.8,46,47,46,79,89,92,52,117.6,35,0,272976,0,0,-35211,0,272976,-35211,14.7,23
17,86.5,-20.9,10.8,10.7,0.0,29,45,116,45,39,63,51,56,67.0,128,120,123,1670.0,38,45,43,1.0,1503.2,1521.3,1489.9,49.9,0.299268293,-0.398341463,0.872292683,0.875902439,-0.104682927,401.1,398.0,401.1,46,47,46,82,93,97,51,107.4,34,0,299317,0,0,-35769,0,299317,-35769,14.7,20
17,99.9,-0.5,11.7,11.7,2.7,28,44,116,45,41,63,52,56,66.0,130,121,124,1678.3,38,45,45,1.0,1631.9,1653.9,1619.9,49.9,0.223512195,-0.319317073,0.95004878,0.953170732,-0.104926829,401.4,398.0,401.3,48,49,48,82,93,98,51,100.4,34,0,325548,0,0,-35849,0,325548,-35849,14.8,20
17,105.4,-1.3,11.3,11.0,1.0,28,44,116,45,39,63,56,56,67.0,129,121,124,1671.0,38,45,43,1.0,1544.3,1561.8,1529.2,49.9,0.271756098,-0.371658537,0.898195122,0.901268293,-0.103756098,401.6,398.5,401.7,46,47,46,82,94,98,52,106.7,34,0,308398,0,0,-35493,0,308398,-35493,14.8,20
17,96.5,4.1,10.5,10.3,-0.8,29,42,105,42,39,63,51,50,59.0,110,103,106,1673.9,36,40,42,1.0,1435.2,1459.6,1433.6,49.9,0.333463415,-0.446926829,0.839658537,0.839560976,-0.096487805,401.0,397.9,400.1,45,46,45,74,85,88,49,92.4,32,0,286914,0,0,-32962,0,286914,-32962,14.8,20
16,111.4,1.5,4.9,4.7,-1.0,26,41,103,42,38,54,52,46,54.0,85,84,86,1270.2,29,39,38,0.7,162.8,166.9,135.8,50.0,0.321414634,-0.321414634,0.070731707,0.070780488,-0.053853659,402.9,399.7,402.1,40,41,40,67,77,78,44,109.9,30,0,24262,0,0,-18406,0,24262,-18406,11.2,17
18,83.1,-25.3,4.9,5.0,-0.8,28,38,93,41,39,51,49,37,40.0,61,60,61,1299.2,25,36,39,0.7,215.4,222.0,199.8,50.0,0.329219512,-0.329219512,0.098731707,0.09795122,-0.064878049,398.9,396.2,397.9,41,42,41,67,73,70,30,108.5,28,0,33213,0,0,-22158,0,33213,-22158,11.5,23
24,123.1,6.9,6.0,5.8,-1.5,32,42,94,45,39,58,55,46,49.0,72,71,72,1381.9,33,40,39,0.9,298.2,314.2,288.1,50.1,0.446829268,-0.446829268,0.163463415,0.162292683,-0.059658537,400.4,397.4,399.3,40,41,41,80,82,78,36,116.2,34,0,55223,0,0,-20362,0,55223,-20362,12.2,26
19,108.6,3.2,7.1,6.7,-2.1,30,41,93,42,38,56,52,44,48.0,72,70,72,1515.5,30,38,38,1.0,409.7,436.5,420.0,49.9,0.487804878,-0.487804878,0.243219512,0.242829268,-0.052536585,402.3,399.9,400.5,41,42,41,82,83,78,35,105.3,31,0,82819,0,0,-17973,0,82819,-17973,13.4,22
19,76.6,-14.3,8.0,7.5,-2.2,29,41,95,44,38,60,55,43,47.0,73,72,73,1629.0,29,40,39,1.0,605.4,634.7,613.4,49.9,0.487804878,-0.487804878,0.356682927,0.356926829,-0.060682927,400.7,398.1,399.6,41,42,42,82,83,78,35,91.0,31,0,122102,0,0,-20721,0,122102,-20721,14.4,20
19,97.2,6.6,8.3,7.9,-2.2,28,41,97,43,38,58,53,44,48.0,77,75,76,1614.9,29,40,39,1.0,711.0,743.1,718.4,50.1,0.487804878,-0.487804878,0.421512195,0.42102439,-0.060195122,402.4,399.2,400.9,41,42,42,85,86,81,33,90.6,30,0,143478,0,0,-20552,0,143478,-20552,14.3,20
18,107.3,9.7,9.7,9.1,-1.7,28,41,98,44,39,60,54,44,48.0,81,78,79,1668.0,30,41,41,1.0,1049.7,1085.0,1061.1,50.1,0.48702439,-0.487804878,0.618390244,0.618146341,-0.066439024,399.9,396.5,398.2,43,44,43,85,86,82,33,97.6,30,0,211169,0,0,-22691,0,211169,-22691,14.7,20
19,92.0,6.3,4.9,4.7,-1.1,27,38,93,41,38,50,45,37,39.0,59,58,59,1256.0,26,36,39,0.7,168.0,196.1,182.8,50.0,0.328926829,-0.328926829,0.067365854,0.067463415,-0.035463415,400.2,397.3,397.1,40,41,41,76,77,71,30,85.7,28,0,23093,0,0,-12155,0,23093,-12155,11.1,21
26,71.6,4.7,4.4,4.4,-0.4,38,38,48,40,38,49,44,33,33.0,41,41,41,1256.1,32,36,39,0.7,153.5,169.3,157.6,50.0,0.272195122,-0.272195122,0.05697561,0.055219512,-0.03497561,398.3,395.6,395.9,40,41,41,73,74,68,42,66.8,34,-60,18909,0,-100,-11840,0,18849,-11940,11.1,32
27,99.2,-2.7,4.6,4.7,-0.4,38,39,61,42,38,50,44,36,36.0,51,50,50,1264.6,32,37,39,0.8,138.2,156.4,140.3,50.0,0.311268293,-0.311268293,0.074780488,0.072097561,-0.038487805,402.5,400.0,400.6,40,41,40,73,74,68,44,101.8,34,-192,24774,0,-340,-12756,0,24582,-13096,11.2,33
28,106.9,9.6,4.6,4.4,-0.6,39,41,75,44,39,51,46,38,41.0,59,58,59,1271.5,33,39,39,0.7,116.4,134.3,114.2,50.0,0.252682927,-0.252682927,0.056390244,0.054585366,-0.037365854,401.6,399.0,399.7,40,41,41,74,75,69,47,97.3,35,-51,18736,0,-91,-12656,0,18684,-12747,11.2,33
28,130.8,32.7,5.4,5.2,-1.3,39,41,78,45,38,51,46,39,42.0,61,60,61,1319.0,33,40,38,0.9,202.9,225.7,206.5,50.0,0.371902439,-0.371902439,0.113707317,0.113268293,-0.042195122,400.8,398.2,398.9,40,41,41,74,75,69,47,98.0,35,0,38588,0,0,-14451,0,38588,-14451,11.6,33
28,156.4,30.0,6.4,6.0,-1.9,39,41,80,45,38,54,47,39,43.0,62,61,62,1397.1,34,40,38,1.0,292.6,320.3,299.7,50.0,0.483658537,-0.483658537,0.171609756,0.171073171,-0.050487805,401.0,398.2,399.1,40,41,40,74,75,70,48,126.4,35,0,58281,0,0,-17241,0,58281,-17241,12.3,32
28,139.4,5.6,4.7,4.6,-0.7,38,42,86,43,38,53,48,40,45.0,66,64,66,1260.7,35,38,38,0.9,134.5,153.8,135.6,50.0,0.334341463,-0.334341463,0.072292683,0.071463415,-0.035219512,402.8,399.9,400.7,40,40,40,75,75,70,48,133.8,36,-122,24631,0,-149,-11868,0,24509,-12017,11.1,31
17,158.3,-42.0,3.9,4.2,0.0,29,39,70,40,38,45,43,34,38.0,50,49,51,1258.8,26,35,38,0.7,114.4,128.5,103.9,50.0,0.222682927,-0.222682927,0.047414634,0.045902439,-0.039853659,399.4,395.8,397.3,40,41,40,73,74,68,49,200.3,30,-28,15582,0,-53,-13473,0,15554,-13525,11.1,21
17,194.6,9.3,4.6,4.6,-0.2,28,38,75,40,38,45,43,33,37.0,53,52,53,1317.3,25,35,38,0.8,179.8,195.1,183.5,50.0,0.247268293,-0.247268293,0.093560976,0.088341463,-0.035268293,401.3,398.3,398.8,40,41,41,73,73,67,47,185.2,29,-264,30276,0,-380,-11590,0,30013,-11970,11.6,20
18,200.2,-5.7,4.7,4.9,-0.8,28,31,41,35,35,48,41,27,27.0,37,37,37,1265.2,24,27,36,0.8,148.7,178.0,159.8,50.0,0.358829268,-0.358829268,0.08297561,0.083121951,-0.040097561,398.8,396.2,396.2,38,39,38,68,68,62,47,205.9,26,0,28653,0,0,-13717,0,28653,-13717,11.2,22
18,226.5,17.0,5.1,5.2,-0.9,28,32,47,35,39,49,42,28,28.0,42,42,42,1327.3,24,27,39,0.8,221.6,248.0,227.8,50.0,0.323219512,-0.323219512,0.121268293,0.120731707,-0.046146341,400.6,398.0,398.2,41,42,41,68,68,62,47,209.4,27,0,41186,0,0,-15773,0,41186,-15773,11.7,22
16,218.2,15.0,4.1,4.1,-0.3,27,33,54,35,39,46,41,32,32.0,48,48,48,1252.6,23,29,39,0.4,161.6,175.7,175.2,50.0,0.16995122,-0.16995122,0.034829268,0.034439024,-0.006780488,400.9,397.6,397.5,41,42,41,67,67,61,47,203.1,27,0,11753,0,0,-2512,0,11753,-2512,11.1,20
19,228.6,-11.0,4.4,4.5,-0.5,30,33,46,35,35,44,39,31,30.0,43,43,43,1253.0,25,29,36,0.5,215.0,233.5,227.3,50.0,0.277707317,-0.277707317,0.057073171,0.056829268,-0.059121951,396.5,393.8,393.6,37,38,38,65,66,60,48,239.6,28,0,19364,0,0,-19561,0,19364,-19561,11.1,24
20,279.7,-6.2,4.8,5.0,-1.0,35,39,93,42,38,50,45,35,41.0,62,61,62,1266.1,27,37,39,0.9,162.7,190.4,171.1,50.1,0.402097561,-0.402097561,0.092585366,0.092487805,-0.042390244,399.4,396.4,396.9,40,41,40,69,70,64,47,285.9,30,0,31518,0,0,-14477,0,31518,-14477,11.2,28
21,219.9,-10.5,4.7,4.9,-0.7,35,34,47,37,39,48,38,28,28.0,40,40,40,1276.2,29,32,39,0.8,147.9,177.6,157.9,50.0,0.342682927,-0.342682927,0.082487805,0.082,-0.038878049,397.6,394.7,394.8,41,42,41,66,67,61,52,230.5,30,0,27980,0,0,-13242,0,27980,-13242,11.3,29
21,213.9,-14.5,4.2,4.5,-0.4,35,35,53,38,39,49,40,30,30.0,45,44,44,1253.5,28,33,39,0.8,117.9,143.2,124.6,50.0,0.272682927,-0.272682927,0.062536585,0.062097561,-0.035121951,402.2,399.4,399.3,41,42,41,66,67,61,52,228.4,30,0,21376,0,0,-11995,0,21376,-11995,11.1,29
18,113.4,9.5,4.9,5.1,-0.9,27,33,32,34,33,43,37,24,24.0,33,33,33,1287.3,22,25,34,0.8,192.6,220.2,194.4,50.0,0.372243902,-0.372243902,0.100878049,0.100487805,-0.052536585,397.7,394.6,395.4,36,36,36,64,64,59,48,103.9,26,0,34184,0,0,-17946,0,34184,-17946,11.4,22
18,112.3,4.8,6.7,6.9,-1.9,28,34,39,35,38,50,40,25,25.0,39,39,39,1454.2,23,26,39,1.0,477.4,507.7,484.5,50.0,0.487365854,-0.487365854,0.280682927,0.280341463,-0.060341463,401.0,398.2,399.3,41,42,41,64,65,59,48,107.5,26,0,95368,0,0,-20596,0,95368,-20596,12.8,23
19,119.1,2.5,6.7,6.8,-1.8,29,34,45,35,38,54,42,27,28.0,45,44,45,1445.8,24,27,39,1.0,458.7,484.7,463.3,50.0,0.486341463,-0.486341463,0.26595122,0.265463415,-0.064829268,400.2,397.3,398.5,41,42,41,65,65,60,48,116.6,26,0,90995,0,0,-22179,0,90995,-22179,12.8,24
19,120.7,-7.8,7.1,7.2,-2.0,29,34,51,35,38,54,44,29,30.0,50,49,49,1488.0,25,29,39,1.0,555.7,578.7,556.7,50.0,0.487804878,-0.487804878,0.319902439,0.319560976,-0.076682927,399.6,397.0,398.4,41,42,42,65,66,60,48,128.5,26,0,109079,0,0,-26194,0,109079,-26194,13.1,25
20,137.5,-0.4,8.0,7.9,-2.0,30,35,57,35,38,55,45,31,32.0,54,52,53,1566.8,26,30,40,1.0,728.5,757.6,728.9,50.0,0.474829268,-0.487609756,0.423902439,0.423756098,-0.080146341,400.9,397.7,399.5,42,43,43,65,66,61,48,137.9,26,0,144768,0,0,-27378,0,144768,-27378,13.8,25
20,128.6,-0.3,8.7,8.7,-1.9,31,35,62,35,39,57,47,32,34.0,61,58,59,1617.1,27,32,40,1.0,954.5,981.4,957.1,50.0,0.462780488,-0.486341463,0.556390244,0.557121951,-0.08395122,400.2,397.3,399.1,43,44,44,66,67,62,47,128.8,26,0,190296,0,0,-28678,0,190296,-28678,14.3,26
20,123.4,-5.4,8.9,8.9,-1.8,32,35,68,37,38,59,49,33,37.0,66,63,64,1623.5,28,34,40,1.0,1002.8,1027.3,1002.5,50.0,0.468097561,-0.487804878,0.588390244,0.588,-0.085707317,402.5,399.7,401.7,43,44,43,68,69,63,47,128.8,26,0,200824,0,0,-29273,0,200824,-29273,14.3,26
