,Unnamed: 0,asset_id,id,status_type_id,sensor_0_avg,sensor_1_avg,sensor_2_avg,Wind speed (m/s),wind_speed_4_avg,wind_speed_3_max,wind_speed_3_min,wind_speed_3_std,Pitch angle (°),sensor_5_max,sensor_5_min,sensor_5_std,sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_18_max,sensor_18_min,sensor_18_std,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,sensor_26_avg,reactive_power_27_avg,reactive_power_27_max,reactive_power_27_min,reactive_power_27_std,reactive_power_28_avg,reactive_power_28_max,reactive_power_28_min,reactive_power_28_std,power_29_avg,power_29_max,power_29_min,power_29_std,power_30_avg,power_30_max,power_30_min,power_30_std,sensor_31_avg,sensor_31_max,sensor_31_min,sensor_31_std,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_42_avg,sensor_43_avg,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,Power (kW),sensor_51,Rotor speed (RPM),sensor_52_max,sensor_52_min,sensor_52_std,sensor_53_avg
3101,47491,10,47491,0,14,240.0,37.5,6.7,7.3,16.8,0.7,2.0,-1.7,-0.1,-2.5,0.5,27,36,92,40,33,55,51,36,39.0,65,63,64,1449.0,1653.7,1207.3,110.5,24,36,34,0.9,584.9,609.2,579.2,50.0,0.484634146,0.487804878,0.222731707,0.024731707,-0.484682927,-0.222731707,-0.487804878,0.024731707,0.332,0.697658537,0.045463415,0.131804878,0.33004878,0.688487805,0.048390244,0.131463415,-0.092829268,-174.8,-202.7,6.9,399.4,396.1,398.1,36,37,37,69,70,64,28,202.4,25,0,112908,0,0,-31722,0,112908,-31722,12.8,14.6,10.7,1.0,19
3102,47492,10,47492,0,14,204.3,1.6,6.4,6.9,15.6,1.7,1.8,-1.7,0.0,-2.4,0.6,27,36,92,40,33,55,51,36,39.0,65,63,64,1425.7,1672.3,1230.9,121.3,24,36,34,0.9,497.7,522.6,492.1,50.0,0.484731707,0.487804878,0.263365854,0.018390244,-0.484731707,-0.263365854,-0.487804878,0.018390244,0.27795122,0.649414634,0.053756098,0.125414634,0.278097561,0.637121951,0.064634146,0.125219512,-0.087756098,-171.1,-187.4,4.4,399.2,396.0,397.9,36,37,37,69,70,65,28,202.8,25,0,95229,0,0,-29981,0,95229,-29981,12.6,14.7,10.9,1.1,19
3103,47493,10,47493,0,14,205.3,7.1,5.6,6.1,13.9,0.9,1.5,-1.3,0.9,-2.4,0.8,27,36,92,40,33,54,50,36,39.0,63,62,63,1339.6,1652.1,1196.6,104.8,24,36,35,0.9,353.7,375.3,346.6,50.0,0.456195122,0.487804878,0.156878049,0.076731707,-0.456195122,-0.156878049,-0.487804878,0.076731707,0.190634146,0.471707317,0.03204878,0.094243902,0.190097561,0.453073171,0.032487805,0.093658537,-0.082682927,-159.7,-181.2,5.8,402.7,399.5,401.1,36,37,37,69,70,65,28,198.2,25,0,64554,0,0,-28251,0,64554,-28251,11.8,14.6,10.6,0.9,19
3104,47496,10,47496,0,15,215.1,16.6,6.9,7.3,17.2,1.5,2.0,-1.7,0.6,-2.4,0.7,27,36,92,40,33,56,52,37,40.0,67,65,66,1458.8,1674.6,1200.2,118.6,24,36,34,0.9,580.6,605.9,576.6,50.0,0.483170732,0.487804878,0.30502439,0.022780488,-0.485414634,-0.30502439,-0.487804878,0.018,0.328878049,0.842780488,0.062243902,0.138146341,0.32902439,0.835707317,0.063219512,0.13804878,-0.091902439,-174.4,-202.3,6.9,400.2,397.0,398.9,37,38,37,70,71,66,28,198.6,26,0,112368,0,0,-31428,0,112368,-31428,12.9,14.8,10.6,1.0,20
3105,47533,10,47533,0,14,215.0,-1.4,8.4,8.3,14.3,2.5,1.3,-2.2,-0.2,-3.0,0.2,28,36,93,39,34,62,58,42,46.0,77,75,76,1622.6,1682.4,1451.8,41.7,26,36,35,1.0,813.6,854.4,839.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.483268293,0.685414634,0.286243902,0.08804878,0.482731707,0.677853659,0.291853659,0.08795122,-0.068487805,-129.6,-151.0,5.2,400.0,397.0,397.6,38,39,39,82,82,77,32,216.5,26,0,165050,0,0,-23432,0,165050,-23432,14.3,14.8,12.9,0.4,18
3106,47553,10,47553,0,14,220.0,11.6,7.6,7.8,14.7,3.0,0.9,-2.2,-1.1,-2.4,0.1,24,36,88,39,33,56,52,36,39.0,63,61,62,1579.6,1651.8,1389.6,52.2,24,35,34,1.0,652.9,697.9,693.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.392731707,0.522341463,0.217170732,0.046341463,0.393463415,0.513121951,0.232243902,0.046195122,-0.057512195,-107.3,-123.9,3.0,400.1,397.2,397.0,37,38,37,75,75,70,31,208.4,25,0,134623,0,0,-19648,0,134623,-19648,13.9,14.6,12.3,0.5,16
3107,47595,10,47595,0,13,168.5,9.5,7.3,7.2,11.0,2.8,1.0,-2.1,-1.4,-2.4,0.1,23,34,89,37,33,52,47,30,36.0,59,57,59,1532.6,1665.5,1289.4,76.1,22,33,34,1.0,505.4,542.1,519.6,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.302439024,0.434439024,0.173560976,0.05,0.301268293,0.421707317,0.17702439,0.049560976,-0.05395122,-104.6,-119.5,3.3,401.5,398.5,399.5,37,38,37,70,70,63,28,159.0,24,0,102849,0,0,-18418,0,102849,-18418,13.5,14.7,11.4,0.7,15
3108,47596,10,47596,0,13,157.6,-1.4,7.5,7.4,13.4,2.2,1.0,-2.2,-1.5,-2.4,0.1,23,34,89,37,33,55,48,30,36.0,60,58,60,1563.7,1650.8,1358.9,61.1,22,33,34,1.0,578.4,616.5,592.9,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.342780488,0.472536585,0.205268293,0.051365854,0.342682927,0.466487805,0.209317073,0.051268293,-0.058780488,-112.7,-129.1,3.9,399.9,396.5,397.7,37,38,37,70,70,64,28,159.0,24,0,117261,0,0,-20066,0,117261,-20066,13.8,14.6,12.0,0.5,15
3109,47597,10,47597,0,13,162.6,3.6,8.3,8.2,12.8,2.8,1.0,-2.3,-0.6,-3.1,0.1,24,34,89,38,33,56,49,30,37.0,62,60,62,1634.3,1678.6,1456.9,41.5,22,34,35,1.0,783.8,823.5,800.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.46497561,0.620390244,0.256926829,0.062926829,0.46395122,0.599804878,0.258536585,0.063463415,-0.065756098,-122.6,-144.2,5.7,400.2,396.8,398.2,37,39,38,70,70,64,28,159.0,24,0,158421,0,0,-22460,0,158421,-22460,14.4,14.8,12.9,0.4,15
3110,47598,10,47598,0,13,155.0,-3.9,8.1,8.0,13.7,2.9,1.0,-2.2,-1.9,-2.4,0.1,24,34,90,38,34,57,50,31,38.0,64,62,64,1618.6,1666.4,1490.5,36.7,23,34,35,1.0,731.6,769.7,747.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.434,0.535121951,0.281560976,0.050195122,0.434341463,0.528390244,0.288682927,0.049658537,-0.063121951,-113.9,-144.3,8.5,401.1,397.9,399.2,38,39,38,70,71,65,27,159.0,24,0,148434,0,0,-21579,0,148434,-21579,14.3,14.7,13.2,0.3,15
3111,47603,10,47603,0,13,170.5,11.6,7.3,7.3,10.5,3.4,0.9,-2.1,0.2,-2.5,0.1,23,34,90,38,33,54,49,31,38.0,62,60,62,1536.6,1626.1,1394.5,51.7,22,34,34,1.0,544.3,581.4,559.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.323414634,0.437756098,0.20297561,0.040634146,0.323121951,0.433170732,0.207609756,0.039756098,-0.055804878,-107.7,-120.2,2.5,400.2,396.9,397.9,37,38,37,70,71,65,27,159.0,24,0,110361,0,0,-19057,0,110361,-19057,13.6,14.4,12.3,0.5,15
3112,47604,10,47604,0,13,170.5,11.6,7.4,7.6,12.5,2.6,1.0,-2.1,-1.3,-2.4,0.2,23,34,90,38,33,55,50,31,38.0,64,61,63,1547.7,1665.8,1355.6,79.6,22,34,34,1.0,617.9,656.1,632.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.364878049,0.55604878,0.183658537,0.07195122,0.365560976,0.548780488,0.186341463,0.071853659,-0.057902439,-111.4,-123.5,2.7,399.3,396.0,397.2,37,38,37,71,71,65,27,159.0,24,0,124924,0,0,-19783,0,124924,-19783,13.7,14.7,12.0,0.7,15
3113,47610,10,47610,0,12,141.3,-16.9,6.4,6.4,11.6,1.3,1.1,-1.9,-0.9,-2.3,0.3,23,34,89,38,33,53,49,31,38.0,61,59,61,1398.7,1560.8,1238.9,86.7,21,33,34,1.0,363.4,397.1,371.9,50.0,0.487121951,0.487804878,0.428390244,0.005268293,-0.487121951,-0.428390244,-0.487804878,0.005268293,0.216243902,0.399853659,0.087463415,0.066,0.216731707,0.396536585,0.08897561,0.065512195,-0.047268293,-88.6,-106.0,3.7,403.2,399.8,401.0,36,37,37,70,70,64,26,158.3,23,0,73987,0,0,-16159,0,73987,-16159,12.3,13.8,10.9,0.8,14
3114,47631,10,47631,0,17,188.5,22.2,6.1,6.4,12.6,1.0,1.7,-1.5,0.5,-2.5,0.7,30,35,91,39,38,54,49,32,39.0,62,60,62,1400.1,1645.2,1231.3,123.8,24,35,39,0.9,400.6,425.4,400.2,50.0,0.468487805,0.487804878,0.144243902,0.060780488,-0.468487805,-0.144243902,-0.487804878,0.060780488,0.223121951,0.591317073,0.029463415,0.112780488,0.223268293,0.577658537,0.032,0.112878049,-0.080487805,-154.6,-176.1,5.7,402.5,399.5,400.8,41,42,41,69,70,64,27,166.3,26,0,76141,0,0,-27489,0,76141,-27489,12.4,14.5,10.9,1.1,24
3115,47642,10,47642,0,18,214.4,41.4,5.6,5.9,17.9,1.1,2.1,-1.1,1.6,-2.4,0.8,33,38,96,43,38,56,53,40,43.0,68,67,68,1348.5,1680.4,1211.6,129.3,27,39,39,0.8,336.8,355.0,327.2,50.0,0.455658537,0.487804878,0.131414634,0.077219512,-0.455804878,-0.131414634,-0.487804878,0.077268293,0.179317073,0.722682927,0.026829268,0.141463415,0.178878049,0.710146341,0.027756098,0.140487805,-0.075073171,-146.0,-163.3,3.6,400.5,397.4,399.2,40,41,41,74,75,69,28,173.0,29,0,60538,0,0,-25650,0,60538,-25650,11.9,14.8,10.7,1.1,25
3116,47670,10,47670,0,17,215.3,21.6,5.2,5.6,17.7,0.7,1.7,-1.0,0.9,-2.4,1.0,32,40,96,43,38,54,51,39,43.0,66,65,66,1323.2,1642.0,1191.5,94.0,27,39,38,0.8,270.8,302.9,274.3,50.0,0.421463415,0.487804878,0.080243902,0.104390244,-0.421463415,-0.080243902,-0.487804878,0.104390244,0.141902439,0.460682927,0.016390244,0.087658537,0.142390244,0.445853659,0.017073171,0.088585366,-0.073658537,-124.7,-175.2,14.1,399.5,396.2,396.8,40,41,40,76,77,71,31,193.7,29,0,48725,0,0,-25145,0,48725,-25145,11.7,14.5,10.5,0.8,23
3117,47673,10,47673,0,16,192.4,16.3,5.8,6.2,15.1,1.4,2.0,-1.2,1.0,-2.4,1.0,31,40,95,42,38,54,50,39,42.0,65,64,65,1375.1,1677.5,1223.5,130.4,26,38,39,0.9,383.3,414.9,384.7,50.0,0.436731707,0.487804878,0.096390244,0.095756098,-0.437073171,-0.096390244,-0.487804878,0.095853659,0.212146341,0.766243902,0.019658537,0.150926829,0.212585366,0.740829268,0.021560976,0.150926829,-0.078682927,-129.7,-187.0,17.8,401.9,398.8,399.8,40,41,41,76,76,71,31,176.2,28,0,72522,0,0,-26864,0,72522,-26864,12.1,14.8,10.9,1.1,21
3118,47681,10,47681,0,12,243.4,-0.4,7.7,8.0,15.6,1.7,1.6,-2.1,-0.8,-2.4,0.3,26,38,96,38,33,59,53,41,48.0,85,82,84,1549.3,1679.7,1320.8,90.2,26,35,34,1.0,749.1,796.3,781.2,50.0,0.479853659,0.487804878,0.305268293,0.029560976,-0.487804878,-0.487804878,-0.487804878,0.0,0.447463415,0.868390244,0.169756098,0.158536585,0.448146341,0.860585366,0.176878049,0.158829268,-0.06604878,-105.6,-157.0,11.2,401.6,398.2,398.5,37,38,38,84,85,81,36,243.8,26,0,153600,0,0,-22593,0,153600,-22593,13.7,14.8,11.7,0.8,16
3119,47706,10,47706,0,15,271.2,10.6,7.7,8.0,19.4,2.1,1.6,-2.1,-1.1,-2.4,0.2,25,38,103,41,33,60,53,48,57.0,100,96,99,1551.4,1669.0,1315.1,84.6,32,39,34,1.0,740.6,773.9,739.6,50.0,0.487560976,0.487804878,0.43595122,0.002731707,-0.487804878,-0.487804878,-0.487804878,0.0,0.429609756,0.737609756,0.162926829,0.117365854,0.430097561,0.728731707,0.182536585,0.117853659,-0.098439024,-192.7,-211.2,4.4,402.7,399.3,401.3,37,38,38,87,92,88,44,260.6,28,0,147220,0,0,-33660,0,147220,-33660,13.7,14.7,11.6,0.7,17
3120,47708,10,47708,0,15,265.2,4.6,6.8,7.0,13.0,2.0,1.5,-1.9,-0.4,-2.4,0.4,25,38,98,40,33,60,55,48,55.0,90,88,90,1455.0,1656.9,1223.7,115.7,31,37,34,0.9,503.5,536.6,507.4,50.0,0.48697561,0.487804878,0.350780488,0.009560976,-0.48697561,-0.350780488,-0.487804878,0.009560976,0.290585366,0.551804878,0.071609756,0.100292683,0.290146341,0.53195122,0.074390244,0.098878049,-0.08595122,-159.7,-190.4,8.4,402.9,399.6,400.8,36,37,37,82,87,83,44,260.6,28,0,99324,0,0,-29382,0,99324,-29382,12.8,14.6,10.8,1.0,17
3121,47711,10,47711,0,15,240.2,-13.4,8.2,8.4,16.4,2.5,1.7,-2.0,-0.4,-3.1,0.4,25,37,94,38,34,60,55,46,51.0,83,81,83,1590.1,1701.7,1380.6,73.7,31,34,35,1.0,843.5,884.2,858.7,50.0,0.480195122,0.487804878,0.241756098,0.026097561,-0.487609756,-0.367658537,-0.487804878,0.003804878,0.49897561,0.93195122,0.240585366,0.135073171,0.499219512,0.90697561,0.245463415,0.134829268,-0.075268293,-143.8,-163.8,3.7,401.6,398.2,399.6,38,39,39,75,80,76,45,253.6,27,0,170506,0,0,-25712,0,170506,-25712,14.0,15.0,12.2,0.6,17
3122,47716,10,47716,0,15,260.7,8.1,7.9,8.0,12.8,2.9,1.3,-2.2,-1.1,-2.4,0.2,25,36,92,37,33,59,55,43,47.0,77,74,76,1589.1,1679.4,1334.0,71.0,29,34,34,1.0,733.2,772.6,748.5,50.0,0.487658537,0.487804878,0.437902439,0.002195122,-0.487804878,-0.487804878,-0.487804878,0.0,0.438146341,0.735707317,0.220390244,0.091756098,0.437853659,0.72102439,0.231707317,0.092487805,-0.062829268,-110.6,-147.7,8.4,403.3,400.2,401.3,37,38,38,69,73,69,45,252.6,27,0,149863,0,0,-21479,0,149863,-21479,14.0,14.8,11.8,0.6,17
3123,47717,10,47717,0,15,255.1,2.6,7.5,7.6,13.2,2.8,1.0,-2.2,0.0,-2.5,0.1,25,36,92,38,33,59,55,43,46.0,75,73,75,1558.3,1636.2,1429.1,50.2,28,35,34,1.0,613.4,651.1,625.8,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.367121951,0.475804878,0.235853659,0.046097561,0.366536585,0.470097561,0.242439024,0.045219512,-0.059902439,-110.2,-132.1,5.0,403.7,400.6,401.7,37,38,38,68,72,68,45,252.6,27,0,125122,0,0,-20449,0,125122,-20449,13.8,14.4,12.6,0.4,17
3124,47751,10,47751,0,14,232.6,17.5,9.1,9.1,15.4,2.5,1.5,-1.9,-0.5,-2.4,0.4,25,36,90,37,34,60,55,39,43.0,75,72,73,1647.0,1689.5,1510.0,29.9,27,33,36,1.0,1055.8,1101.2,1081.2,50.0,0.468780488,0.487804878,0.267170732,0.043073171,-0.487317073,-0.416146341,-0.487804878,0.004731707,0.630731707,0.906487805,0.274292683,0.10902439,0.62902439,0.896292683,0.286585366,0.109609756,-0.083121951,-153.9,-182.4,6.5,403.2,399.8,400.8,39,40,40,71,74,70,44,215.1,26,0,214801,0,0,-28412,0,214801,-28412,14.5,14.9,13.3,0.3,17
3125,47752,10,47752,0,15,204.8,-10.2,8.8,8.9,18.7,4.0,1.2,-2.2,-1.3,-2.4,0.2,25,36,92,37,33,61,56,40,44.0,78,74,76,1651.8,1684.2,1590.5,16.5,27,35,36,1.0,997.7,1042.5,1026.8,50.0,0.487804878,0.487804878,0.467902439,0.000487805,-0.487804878,-0.487804878,-0.487804878,0.0,0.593073171,0.705707317,0.479902439,0.045121951,0.593365854,0.682585366,0.485512195,0.044536585,-0.071853659,-139.0,-158.5,5.1,400.9,397.7,398.5,39,40,39,72,75,71,44,215.0,26,0,202736,0,0,-24559,0,202736,-24559,14.6,14.8,14.0,0.1,17
3126,47753,10,47753,0,14,201.9,-6.8,7.8,7.9,13.6,3.6,0.9,-2.2,0.3,-2.7,0.2,25,36,93,38,33,60,56,40,44.0,76,73,74,1606.9,1663.0,1476.9,37.3,26,36,34,1.0,697.0,737.4,724.4,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.416292683,0.554146341,0.285853659,0.047170732,0.41697561,0.548341463,0.288829268,0.046439024,-0.06302439,-117.8,-140.3,4.1,401.6,398.8,399.3,37,38,38,72,76,72,44,208.7,26,0,142633,0,0,-21547,0,142633,-21547,14.2,14.7,13.1,0.3,17
3127,47754,10,47754,0,15,212.3,3.6,7.6,7.7,11.4,3.7,0.8,-2.2,-1.6,-2.4,0.1,25,36,93,39,33,59,55,40,44.0,74,71,72,1594.3,1648.4,1469.1,37.7,26,36,34,1.0,628.0,666.4,652.6,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.376634146,0.490390244,0.255073171,0.041414634,0.376243902,0.479560976,0.263170732,0.040243902,-0.05897561,-114.1,-130.2,3.2,402.1,399.4,399.9,37,38,37,73,76,72,44,208.7,26,0,128423,0,0,-20144,0,128423,-20144,14.1,14.6,13.0,0.3,17
3128,47755,10,47755,0,15,207.4,-1.4,7.6,7.8,11.7,2.4,1.0,-2.2,-1.5,-2.4,0.1,25,36,92,40,33,59,55,40,44.0,73,71,72,1576.2,1659.2,1461.0,46.7,26,37,34,1.0,656.1,694.1,679.7,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.392682927,0.531609756,0.255414634,0.052439024,0.393170732,0.526146341,0.268195122,0.05195122,-0.062243902,-122.8,-133.3,2.5,403.2,400.4,400.9,37,38,38,73,76,72,44,208.8,26,0,134680,0,0,-21291,0,134680,-21291,13.9,14.6,12.9,0.4,17
3129,47766,10,47766,0,16,232.1,2.3,6.8,6.9,12.2,2.4,1.0,-2.0,-1.3,-2.4,0.3,26,36,91,40,33,55,51,38,41.0,64,63,64,1464.4,1627.9,1272.1,85.6,26,35,34,1.0,445.4,481.0,471.0,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.267707317,0.414682927,0.139804878,0.05395122,0.267756098,0.409560976,0.141170732,0.053560976,-0.048780488,-89.8,-114.3,5.2,400.7,398.3,398.2,36,37,37,72,74,69,45,229.8,27,0,91492,0,0,-16668,0,91492,-16668,12.9,14.4,11.2,0.8,19
3130,47771,10,47771,0,16,228.3,-0.4,7.5,7.4,11.7,3.4,1.0,-2.1,0.2,-2.7,0.2,27,37,92,41,38,58,53,39,42.0,66,65,66,1558.9,1671.9,1356.7,74.0,26,37,38,1.0,577.2,616.4,604.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.344634146,0.476146341,0.179560976,0.054487805,0.344439024,0.469853659,0.195853659,0.054146341,-0.058487805,-110.7,-126.9,3.4,399.9,397.3,397.4,41,42,42,72,74,69,45,228.7,28,0,117701,0,0,-19974,0,117701,-19974,13.8,14.8,12.0,0.6,20
3131,47775,10,47775,0,17,186.9,-48.1,5.4,5.5,16.0,1.6,1.3,-1.3,0.8,-2.5,0.7,28,38,92,42,38,54,51,39,42.0,63,62,63,1318.0,1537.6,1240.2,79.6,26,37,39,0.8,247.1,280.2,260.3,50.0,0.438585366,0.487804878,0.142341463,0.081414634,-0.438585366,-0.142341463,-0.487804878,0.081414634,0.135560976,0.384487805,0.029073171,0.070146341,0.134878049,0.376682927,0.024097561,0.06995122,-0.065902439,-126.9,-143.9,4.4,399.2,396.4,396.4,40,41,41,72,74,69,45,235.0,28,0,45949,0,0,-22549,0,45949,-22549,11.6,13.6,11.0,0.7,21
3132,47792,10,47792,0,16,213.0,5.6,8.8,8.8,17.6,3.6,1.5,-2.0,-0.3,-3.1,0.4,27,38,94,42,38,58,53,38,41.0,69,67,68,1637.7,1696.8,1459.1,43.3,26,38,40,1.0,964.7,1004.2,988.6,50.0,0.47502439,0.487804878,0.272585366,0.030536585,-0.487707317,-0.426390244,-0.487804878,0.002146341,0.573365854,0.901121951,0.289756098,0.124878049,0.573365854,0.890536585,0.297756098,0.124634146,-0.080390244,-156.6,-178.1,4.7,402.8,399.8,400.6,43,44,43,73,74,69,45,207.4,28,0,195657,0,0,-27460,0,195657,-27460,14.5,15.0,12.9,0.4,20
3133,48004,10,48004,0,16,90.3,-8.4,8.9,8.5,13.8,2.8,1.1,-2.2,0.1,-2.8,0.2,26,36,88,40,38,56,49,34,41.0,67,64,66,1659.9,1686.3,1630.4,9.8,25,36,40,1.0,875.3,907.7,881.8,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.514097561,0.664146341,0.407121951,0.05097561,0.513853659,0.661268293,0.412487805,0.050634146,-0.067121951,-119.8,-150.1,8.4,399.6,396.5,398.2,42,43,43,69,70,64,45,98.7,27,0,175540,0,0,-22924,0,175540,-22924,14.7,14.9,14.4,0.1,18
3134,48006,10,48006,0,16,79.6,-12.0,8.6,8.2,13.3,4.2,1.0,-2.2,-1.7,-2.4,0.1,26,37,90,40,38,57,51,36,41.0,68,66,67,1650.8,1684.6,1604.3,15.4,26,37,39,1.0,787.7,817.7,790.2,50.0,0.487804878,0.487804878,0.487804878,0.0,-0.487804878,-0.487804878,-0.487804878,0.0,0.46097561,0.634536585,0.364487805,0.060097561,0.460585366,0.62702439,0.369121951,0.059512195,-0.068487805,-134.7,-144.5,2.1,399.3,396.4,398.3,42,43,42,70,71,66,44,91.7,27,0,157233,0,0,-23386,0,157233,-23386,14.6,14.9,14.1,0.1,18
3135,48062,10,48062,0,19,95.9,-10.9,6.0,6.1,11.6,1.5,1.3,-1.6,0.7,-2.3,0.7,32,39,94,42,38,55,53,39,43.0,67,66,67,1363.3,1552.5,1240.9,78.6,27,39,39,0.9,342.7,352.4,327.0,50.0,0.459512195,0.487804878,0.142,0.075658537,-0.459512195,-0.142,-0.487804878,0.075658537,0.184146341,0.383512195,0.02897561,0.077658537,0.184390244,0.37897561,0.029463415,0.077170732,-0.074,-134.8,-168.3,10.1,402.1,399.8,401.8,40,41,41,77,78,72,28,106.8,29,0,62955,0,0,-25292,0,62955,-25292,12.0,13.7,11.0,0.7,25
3136,48101,10,48101,0,21,103.1,-6.7,11.5,11.1,19.8,1.4,1.9,1.0,5.4,-2.2,1.8,32,46,112,47,42,63,52,58,67.0,120,113,115,1679.3,1734.4,1641.8,14.6,40,45,46,1.0,1604.8,1621.0,1587.8,50.0,0.245512195,0.487804878,0.198097561,0.074146341,-0.346097561,-0.284536585,-0.487804878,0.083804878,0.928146341,0.975609756,0.67497561,0.074243902,0.933073171,1.024390244,0.697317073,0.076731707,-0.094146341,-186.1,-202.5,3.4,399.7,396.6,399.9,49,50,49,83,90,89,50,109.9,37,0,318584,0,0,-32164,0,318584,-32164,14.8,15.3,14.5,0.1,24
3137,48102,10,48102,0,21,114.6,12.8,10.9,10.7,19.1,2.9,2.0,0.3,5.6,-2.3,1.8,32,46,113,47,42,64,52,58,67.0,123,115,118,1670.2,1748.0,1550.3,25.8,41,46,45,1.0,1490.3,1505.8,1473.8,50.0,0.292487805,0.487804878,0.198097561,0.108536585,-0.383121951,-0.284536585,-0.487804878,0.091121951,0.864439024,0.975609756,0.389414634,0.144878049,0.86804878,1.026536585,0.406682927,0.146146341,-0.094195122,-182.7,-200.0,4.1,400.7,397.9,400.9,48,50,49,83,90,90,50,101.8,36,0,296375,0,0,-32187,0,296375,-32187,14.7,15.4,13.7,0.2,24
3138,48105,10,48105,0,21,104.2,2.7,7.1,7.2,12.8,2.8,1.4,-2.0,-0.9,-2.4,0.3,32,46,108,46,38,60,55,57,65.0,105,102,104,1485.7,1688.5,1242.5,126.8,38,43,39,0.9,580.2,592.2,560.2,50.0,0.487804878,0.487804878,0.483853659,9.76e-05,-0.487804878,-0.487804878,-0.487804878,0.0,0.322390244,0.689756098,0.111365854,0.149560976,0.324390244,0.681658537,0.114195122,0.150390244,-0.088487805,-171.3,-193.4,5.3,399.3,396.5,399.1,41,42,41,80,88,86,50,101.5,37,0,111419,0,0,-30230,0,111419,-30230,13.1,14.9,11.0,1.1,23
3139,48106,10,48106,0,21,120.4,10.8,6.2,6.4,11.1,1.1,1.5,-1.7,0.1,-2.5,0.6,31,45,105,45,39,58,54,56,63.0,97,95,97,1391.8,1648.7,1233.4,117.6,36,41,39,0.9,405.3,412.9,382.0,50.1,0.486439024,0.487804878,0.40502439,0.008439024,-0.486439024,-0.40502439,-0.487804878,0.008439024,0.21595122,0.485268293,0.082682927,0.087317073,0.21595122,0.473512195,0.084195122,0.087463415,-0.086487805,-166.9,-186.1,3.6,400.2,397.2,400.1,41,42,41,78,86,84,50,109.6,37,0,73747,0,0,-29556,0,73747,-29556,12.3,14.6,10.9,1.0,23
3140,48150,10,48150,0,17,112.2,-8.2,9.3,9.1,15.0,2.7,1.6,-1.8,-0.3,-2.5,0.4,26,42,101,43,38,61,53,44,50.0,90,85,86,1650.9,1688.5,1525.6,30.7,33,39,41,1.0,1081.1,1099.3,1063.4,50.0,0.469804878,0.487804878,0.329853659,0.03497561,-0.487804878,-0.487804878,-0.487804878,0.0,0.628341463,0.843804878,0.387902439,0.096878049,0.628926829,0.828439024,0.408585366,0.095414634,-0.08595122,-166.0,-188.8,5.7,401.4,398.3,401.5,43,44,44,63,71,70,43,120.4,32,0,214901,0,0,-29371,0,214901,-29371,14.6,14.9,13.5,0.3,18
3141,48162,10,48162,0,17,134.3,6.5,10.0,9.6,17.0,3.3,1.5,-1.4,0.1,-2.4,0.6,26,42,101,45,38,61,52,43,48.0,85,81,84,1669.2,1691.5,1622.2,12.6,32,43,41,1.0,1220.7,1238.9,1200.4,50.0,0.442195122,0.487804878,0.293707317,0.045707317,-0.487804878,-0.466634146,-0.487804878,0.000439024,0.711658537,0.87995122,0.530146341,0.072097561,0.711365854,0.86902439,0.539560976,0.072,-0.088682927,-166.5,-194.1,5.7,401.9,398.7,402.0,44,45,44,60,69,67,37,127.8,31,0,242752,0,0,-30286,0,242752,-30286,14.7,14.9,14.3,0.1,18
